id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,roi.times,roi.currency,roi.percentage
eos,eos,EOS,https://assets.coingecko.com/coins/images/738/large/eos-eos-logo.png?1547034481,3.45,3382106967,53,,1595796457.0,3.84,3.43,-0.245939560504,-6.64606,-224869169.2536192,-6.23428,976732688.3316,,,22.71,-84.72963,2018-04-29T07:50:33.540Z,0.5024,590.30577,2017-10-23T00:00:00.000Z,,2021-12-09T09:14:29.727Z,-0.02242401384687853,-6.646055032946799,2.4894898549072524,usd,248.94898549072525
iota,miota,IOTA,https://assets.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1604238557,1.2,3321553349,55,,60222939.0,1.23,1.16,-0.005816496632,-0.48228,-8457044.122677326,-0.25396,2779530283.277761,2779530283.0,,5.25,-77.11367,2017-12-19T00:00:00.000Z,0.081637,1371.44989,2020-03-13T02:22:41.168Z,,2021-12-09T09:13:49.880Z,0.4850429203074813,-0.4822778379825783,17.091506220714276,btc,1709.1506220714275
bittorrent-2,btt,BitTorrent,https://assets.coingecko.com/coins/images/7595/large/BTT_Token_Graphic.png?1555066995,0.0035334,3314011822,54,,1240576063.0,0.00411225,0.0035286,-0.000573134622,-13.95665,-481780336.68417263,-12.69248,932497500000.0,990000000000.0,,0.01356626,-73.68777,2021-04-05T04:09:06.433Z,0.00013814,2483.9815,2020-03-13T02:22:57.629Z,,2021-12-09T09:14:31.258Z,-1.0518116203398644,-13.956654562249811,28.44498629985015,usd,2844.498629985015
loopring,lrc,Loopring,https://assets.coingecko.com/coins/images/913/large/LRC.png?1572852344,2.49,3115878108,56,3437276951.0,1083244516.0,2.86,2.29,0.03580048,1.45885,60550380.0,1.9818,1245991468.94246,1373873440.44246,1374513896.0,3.75,-33.18189,2021-11-10T14:59:53.164Z,0.01963893,12658.19579,2019-12-18T13:14:41.553Z,,2021-12-09T09:14:17.310Z,-0.4082548808238334,1.458846806131545,40.497110360259086,usd,4049.7110360259085
flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1631696776,9.81,3095038207,57,,60478683.0,10.17,9.71,-0.32751783115,-3.23077,-102211033.51080322,-3.19684,315588776.0,1393082413.50733,,42.4,-76.86051,2021-04-05T13:49:10.098Z,4.95,98.19161,2021-01-27T15:34:04.000Z,,2021-12-09T09:13:43.121Z,-0.21143810602979987,-3.2307725408534425,,,
helium,hnt,Helium,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1612620071,29.75,2987494102,58,6626371718.0,34845642.0,31.26,29.62,-1.435905336303,-4.60425,-139679369.54144526,-4.46663,100539361.984279,223000000.0,223000000.0,54.88,-45.84974,2021-11-12T23:08:25.301Z,0.113248,26139.89063,2020-04-18T00:19:10.902Z,,2021-12-09T09:13:20.994Z,-0.22412728279573818,-4.60424682917646,,,
pancakeswap-token,cake,PancakeSwap,https://assets.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1629359065,11.97,2961381778,59,,112865885.0,12.56,11.69,-0.229582956054,-1.88265,-50685160.99613285,-1.68274,247517783.181937,,,43.96,-72.69147,2021-04-30T10:08:22.934Z,0.194441,6074.68358,2020-11-03T14:29:34.165Z,,2021-12-09T09:13:39.673Z,-1.1172510174692032,-1.8826549699799275,,,
olympus,ohm,Olympus,https://assets.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1628311611,504.77,2934392641,60,3409055029.0,151430356.0,526.54,449.54,-20.74062309107,-3.94678,-59249135.49815464,-1.97917,5812098.056546683,6752253.20260438,6752253.20260438,1415.26,-64.31968,2021-04-25T00:00:00.000Z,162.79,210.19791,2021-05-23T22:25:07.703Z,,2021-12-09T09:14:21.582Z,-0.12104551010230077,-3.946777914388175,,,
radix,xrd,Radix,https://assets.coingecko.com/coins/images/4374/large/Radix.png?1629701658,0.291236,2859272986,61,7067443749.0,1360481.0,0.301728,0.268172,-0.001875955576,-0.64001,22835823.0,0.80509,9709670725.6437,12109647653.8529,24000000000.0,0.651264,-54.75201,2021-11-14T16:09:27.130Z,0.086235,241.72064,2021-09-13T04:50:07.104Z,,2021-12-09T09:14:45.056Z,-1.4477089971901047,-0.6400136291921744,,,
amp-token,amp,Amp,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,0.057184,2754012332,62,5691417723.0,139055171.0,0.060103,0.051527,0.00565735,10.97947,284361953.0,11.51426,48013928909.1577,99441448762.0837,99225164238.50153,0.120813,-52.4647,2021-06-16T16:03:41.147Z,0.00250501,2192.54905,2020-11-04T13:18:12.191Z,,2021-12-09T09:14:34.084Z,-0.5435944496300994,10.979473303380374,,,
kusama,ksm,Kusama,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1576190080,298.01,2688785484,63,2994160489.0,84851442.0,312.22,290.05,-6.772801780581,-2.22219,-34538279.087922096,-1.26824,8980098.074112339,10000000.0,10000000.0,621.71,-51.83947,2021-05-18T05:04:41.858Z,0.876572,34057.65026,2020-01-14T19:20:20.768Z,,2021-12-09T09:14:25.775Z,0.1724774746976706,-2.2221866230756215,,,
bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1558947902,141.57,2685628302,64,,365136718.0,158.26,141.54,-14.040018358556,-9.02269,-255966156.8433771,-8.70161,18918926.644239,21000000.0,,489.75,-71.07436,2021-04-16T17:09:04.630Z,42.02,237.15532,2018-11-23T00:00:00.000Z,,2021-12-09T09:14:34.850Z,-0.6174655441859699,-9.022691807420491,,,
enjincoin,enj,Enjin Coin,https://assets.coingecko.com/coins/images/1102/large/enjin-coin-logo.png?1547035078,2.89,2682862236,65,2871396218.0,275063809.0,2.91,2.65,0.051073,1.80193,50647366.0,1.92413,934340659.567558,1000000000.0,1000000000.0,4.82,-40.85036,2021-11-25T09:53:41.955Z,0.01865964,15176.9188,2017-11-12T00:00:00.000Z,,2021-12-09T09:13:48.429Z,2.351589797834721,1.8019328384004125,,,
aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1601374110,192.9,2592431529,66,3089659454.0,223806086.0,203.52,180.9,5.28,2.8168,75842923.0,3.01372,13425073.242132198,16000000.0,16000000.0,661.69,-70.80925,2021-05-18T21:19:59.514Z,26.02,642.23266,2020-11-05T09:20:11.928Z,,2021-12-09T09:12:03.057Z,-0.28828982633273637,2.8168020660436013,,,
ecash,xec,eCash,https://assets.coingecko.com/coins/images/16646/large/Logo_final-22.png?1628239446,0.00012953,2450090982,67,2719606994.0,44888549.0,0.00013295,0.00012605,-2.749884e-06,-2.07877,-48268077.59412718,-1.93199,18918877146789.4,21000000000000.0,21000000000000.0,0.00038001,-65.67965,2021-09-04T17:09:31.137Z,1.847e-05,606.13156,2021-07-20T20:49:46.212Z,,2021-12-09T09:14:39.333Z,-1.2059711264799915,-2.0787656931274032,,,
blockstack,stx,Stacks,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,2.28,2401896401,68,,36688613.0,2.43,2.18,-0.062475778403,-2.67242,-58828457.1475153,-2.3907,1052561461.68777,1818000000.0,,3.39,-32.71378,2021-12-01T01:32:34.725Z,0.04559639,4902.05828,2020-03-13T02:29:26.415Z,,2021-12-09T09:12:21.695Z,-1.492229224008174,-2.672421512457859,17.961006580693034,usd,1796.1006580693033
maker,mkr,Maker,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1585191826,2662.41,2399541959,69,2677127368.0,99825768.0,2766.85,2644.62,-70.165235204873,-2.56774,-60823030.613670826,-2.47211,901310.9472893132,988619.883791965,1005577.0,6292.31,-57.71337,2021-05-03T21:54:29.333Z,168.36,1480.45037,2020-03-16T20:52:36.527Z,,2021-12-09T09:14:26.578Z,0.15574513401820833,-2.5677362354289897,,,
thorchain,rune,THORChain,https://assets.coingecko.com/coins/images/6595/large/RUNE.png?1614160507,7.86,2341632180,70,3934963483.0,94115438.0,8.24,7.15,0.370524,4.95033,121181687.0,5.45753,297541792.91730165,500000000.0,500000000.0,20.87,-61.97702,2021-05-19T00:30:09.436Z,0.00851264,93108.141,2019-09-28T00:00:00.000Z,,2021-12-09T09:14:29.664Z,-0.9733364529609646,4.9503298262736175,205.71996161499496,usd,20571.996161499494
arweave,ar,Arweave,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1591059616,45.38,2276964577,71,2999085107.0,36330925.0,48.17,44.91,-2.413714626924,-5.05059,-115224520.61772013,-4.8167,50108502.0,64598643.0,66000000.0,89.24,-49.04252,2021-11-05T04:14:42.689Z,0.298788,15118.82308,2020-01-31T06:47:36.543Z,,2021-12-09T09:12:20.738Z,-1.596604099498244,-5.050591309594816,60.320295613379635,usd,6032.029561337963
quant-network,qnt,Quant,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1612437252,164.63,2213636324,72,2411425190.0,73081011.0,182.82,156.26,0.982383,0.60029,26748724.0,1.22314,13413953.469289193,14612493.0,14612493.0,427.42,-61.20601,2021-09-11T09:15:00.668Z,0.215773,76746.48465,2018-08-23T00:00:00.000Z,,2021-12-09T09:13:22.661Z,-1.55264134863703,0.6002922818017141,15.29979746258268,eth,1529.9797462582678
harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,0.192324,2206228372,73,2532711043.0,82410812.0,0.200277,0.184911,-0.002500923757,-1.28368,-25819148.42739582,-1.15675,11460146417.1007,13156044839.793139,13156044839.793139,0.37902,-49.11363,2021-10-26T09:28:49.782Z,0.00127355,15044.23273,2020-03-13T02:24:14.005Z,,2021-12-09T09:13:50.290Z,-1.0097173178734165,-1.2836766099976393,59.57453186034592,usd,5957.453186034592
neo,neo,NEO,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1594357361,29.96,2111668169,74,,201461227.0,31.52,29.63,-1.086153728973,-3.49876,-69905424.3794303,-3.20436,70530000.0,100000000.0,,198.38,-84.88089,2018-01-15T00:00:00.000Z,0.078349,38181.73169,2016-10-21T00:00:00.000Z,,2021-12-09T09:13:50.607Z,-0.7978433942739446,-3.4987586571000184,831.161675100016,usd,83116.16751000161
zcash,zec,Zcash,https://assets.coingecko.com/coins/images/486/large/circle-zcash-color.png?1547034197,176.58,2096377510,75,3705418486.0,493810772.0,181.26,168.08,-2.355429813289,-1.31633,-26675514.314166307,-1.25647,11880959.6975468,21000000.0,21000000.0,3191.93,-94.46856,2016-10-29T00:00:00.000Z,19.75,793.80864,2020-03-13T02:20:55.002Z,,2021-12-09T09:13:41.802Z,-0.14261040311927872,-1.3163272970481703,,,
huobi-btc,hbtc,Huobi BTC,https://assets.coingecko.com/coins/images/12407/large/Unknown-5.png?1599624896,49721.0,1983914507,76,1983914507.0,10072606.0,52469.0,48901.0,-700.99285552802,-1.39025,-27018836.220178127,-1.3436,39884.082204742,39884.082204742,39884.082204742,69325.0,-28.21345,2021-05-10T02:33:06.038Z,11209.02,343.98237,2020-10-12T03:56:16.768Z,,2021-12-09T09:12:39.589Z,-0.555480377344542,-1.3902468672011283,,,
kadena,kda,Kadena,https://assets.coingecko.com/coins/images/3693/large/djLWD6mR_400x400.jpg?1591080616,11.89,1916684764,77,11896729800.0,55208045.0,12.74,10.31,0.884519,8.03589,144711140.0,8.16666,161110220.75109,1000000000.0,1000000000.0,27.64,-56.84564,2021-11-11T13:22:45.731Z,0.065811,18021.49415,2020-03-13T02:00:28.582Z,,2021-12-09T09:12:19.922Z,0.2573286558360516,8.035890507412859,10.89162187486042,usd,1089.162187486042
theta-fuel,tfuel,Theta Fuel,https://assets.coingecko.com/coins/images/8029/large/1_0YusgngOrriVg4ZYx4wOFQ.png?1553483622,0.25387,1886178774,78,,28346305.0,0.25695,0.235978,-1.5409345e-05,-0.00607,49552231.0,2.698,0.0,5301200000.0,,0.68159,-62.56201,2021-06-09T06:50:55.818Z,0.00090804,28001.61327,2020-03-13T02:30:37.972Z,,2021-12-09T09:13:54.214Z,-0.552662739521556,-0.006069419324103464,,,
basic-attention-token,bat,Basic Attention Token,https://assets.coingecko.com/coins/images/677/large/basic-attention-token.png?1547034427,1.25,1868324873,79,1877114646.0,275276759.0,1.32,1.23,-0.031459519623,-2.45535,-42876748.91746974,-2.24344,1492976103.4473505,1500000000.0,1500000000.0,1.9,-34.11519,2021-11-28T00:23:51.354Z,0.072394,1629.67535,2017-07-16T00:00:00.000Z,,2021-12-09T09:12:15.841Z,-0.5642965486414862,-2.455348238031094,0.8417122379007027,eth,84.17122379007027
waves,waves,Waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,18.31,1834804514,80,,78322762.0,19.31,18.35,-0.869923548937,-4.53447,-82733952.5425632,-4.31459,100000000.0,100000000.0,,43.01,-57.31863,2021-05-04T06:49:41.528Z,0.130878,13927.47984,2016-08-02T00:00:00.000Z,,2021-12-09T09:14:19.494Z,-0.7972365224157464,-4.534467316595588,96.4189764782251,usd,9641.89764782251
bitcoin-cash-abc-2,bcha,Bitcoin Cash ABC,https://assets.coingecko.com/coins/images/13120/large/Logo_final-21.png?1624892810,94.15,1769439481,81,,497.07,113.52,93.83,-19.368971385141,-17.06249,-6473340.538026333,-0.36451,18794058.3967894,21000000.0,,378.12,-75.10064,2021-09-04T17:15:31.514Z,9.21,922.26841,2020-11-15T18:28:32.658Z,,2021-12-09T08:58:08.314Z,-0.9114975844148162,-17.06248996721115,,,
holotoken,hot,Holo,https://assets.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1547037966,0.00970927,1725998179,82,,190313684.0,0.01015726,0.00954325,-0.000370366399,-3.6744,-60913657.92021561,-3.40888,177619433541.141,177619433541.141,,0.03126682,-68.9068,2021-04-05T16:04:52.608Z,0.0002202,4315.03367,2020-03-13T02:23:01.612Z,,2021-12-09T09:12:27.652Z,-0.15851248034338297,-3.674401973160868,8.860482184532405,eth,886.0482184532405
chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/Chiliz.png?1561970540,0.320373,1714313901,83,2851452403.0,241159174.0,0.334769,0.30741,-0.005420868053,-1.6639,-22682880.48168564,-1.30587,5344064580.0,8888888888.0,8888888888.0,0.878633,-63.47905,2021-03-13T08:04:21.200Z,0.00410887,7709.56535,2019-09-28T00:00:00.000Z,,2021-12-09T09:14:40.614Z,-0.034683235643976504,-1.6638965973654525,13.56239534500611,usd,1356.239534500611
kucoin-shares,kcs,KuCoin Token,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1610678720,21.73,1674756692,84,,21033196.0,22.53,21.16,-0.265219197707,-1.20574,-16280027.243471622,-0.96272,77073331.0,167073331.0,,28.83,-24.24337,2021-12-01T15:09:35.541Z,0.342863,6270.05129,2019-02-07T00:00:00.000Z,,2021-12-09T09:13:40.527Z,-0.9244709699352741,-1.2057367203071918,,,
huobi-token,ht,Huobi Token,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1547036992,9.93,1581343172,85,4963145451.0,163205352.0,10.07,8.83,1.1,12.41427,176463807.0,12.56078,159308566.25441208,500000000.0,500000000.0,39.66,-74.99322,2021-05-12T14:42:21.586Z,0.90862,991.53244,2019-01-30T00:00:00.000Z,,2021-12-09T09:13:30.291Z,-0.24836493837794416,12.414271342158685,9.028662681241366,usd,902.8662681241366
curve-dao-token,crv,Curve DAO Token,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1597369484,4.0,1566396826,86,13200023636.0,259019399.0,4.24,3.82,-0.019465859411,-0.48442,-9741507.772889853,-0.61806,391958099.3931446,1646643774.40012,3303030299.0,54.01,-92.57424,2020-08-14T04:53:44.010Z,0.331577,1109.48288,2020-11-05T13:09:50.181Z,,2021-12-09T09:13:38.800Z,-0.7123617594275292,-0.4844168017770798,,,
celo,celo,Celo,https://assets.coingecko.com/coins/images/11090/large/icon-celo-CELO-color-500.png?1592293590,4.15,1527429801,87,4159616294.0,128928057.0,4.48,3.51,0.437366,11.78268,165445217.0,12.14736,367204495.0,1000000000.0,1000000000.0,9.82,-57.48373,2021-08-30T14:25:09.929Z,0.800156,421.85484,2020-05-22T04:15:27.736Z,,2021-12-09T09:13:46.761Z,-0.07816649958415574,11.782681450593891,,,
celsius-degree-token,cel,Celsius Network,https://assets.coingecko.com/coins/images/3263/large/CEL_logo.png?1609598753,3.61,1526877755,89,,7722907.0,3.8,3.4,-0.02783070809,-0.76571,-12005441.320403576,-0.78014,423415980.3475,695090076.6871,,8.05,-55.1578,2021-06-04T00:04:12.584Z,0.02620268,13671.31289,2018-12-07T00:00:00.000Z,,2021-12-09T09:13:41.248Z,-0.599452167063129,-0.765705995834737,11.022720138580707,usd,1102.2720138580707
link,ln,LINK,https://assets.coingecko.com/coins/images/6450/large/linklogo.png?1547042644,254.86,1524129077,88,,7093882.0,274.67,238.72,-4.559789219698,-1.75766,-21240011.41766429,-1.37443,5976007.596456,6045959.0,,345.88,-26.01793,2021-04-01T22:19:00.034Z,1.05,24155.24457,2018-12-26T00:00:00.000Z,,2021-12-09T09:14:39.167Z,-2.12253802694123,-1.7576642959882567,,,
dash,dash,Dash,https://assets.coingecko.com/coins/images/19/large/dash-logo.png?1548385930,142.82,1497650698,90,,282774142.0,149.19,136.55,-1.639992323313,-1.13529,-13312985.814476967,-0.88109,10470710.3076318,18920000.0,,1493.59,-90.4255,2017-12-20T00:00:00.000Z,0.213899,66755.81365,2014-02-14T00:00:00.000Z,,2021-12-09T09:12:18.782Z,-0.1701071881461976,-1.1352946970972522,,,
frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/frax_logo.png?1608476506,1.0,1379148386,92,1379148386.0,21185702.0,1.02,0.988372,0.00115514,0.11533,38423800.0,2.8659,1375574681.90788,1375574681.90788,1375574681.90788,1.14,-12.02361,2021-02-07T12:55:35.766Z,0.891635,12.52672,2021-12-04T05:33:57.315Z,,2021-12-09T09:13:31.569Z,0.792312255867306,0.11532674915973251,,,
ecomi,omi,ECOMI,https://assets.coingecko.com/coins/images/4428/large/ECOMI.png?1557928886,0.005788,1377831109,91,,10326122.0,0.00591911,0.00556636,0.00016695,2.97017,34583115.0,2.57459,237689829874.56,750000000000.0,,0.01343572,-56.78229,2021-03-19T17:20:53.999Z,3.37e-06,172154.27275,2019-11-04T10:52:42.729Z,,2021-12-09T09:12:25.843Z,-1.0953910553597945,2.970172812175957,10.69085449406447,btc,1069.085449406447
spell-token,spell,Spell Token,https://assets.coingecko.com/coins/images/15861/large/abracadabra-3.png?1622544862,0.01701998,1317561346,93,3582029578.0,190031899.0,0.02049354,0.01679262,-0.00161558004,-8.66934,-116504148.17457747,-8.12405,77243327158.753,103214939480.85785,210000000000.0,0.03506357,-51.25723,2021-11-02T08:44:42.429Z,0.00029812,5632.82805,2021-08-05T13:00:27.077Z,,2021-12-09T09:13:40.805Z,-0.46670395019441524,-8.669341590363665,,,
compound-governance-token,comp,Compound,https://assets.coingecko.com/coins/images/10775/large/COMP.png?1592625425,212.22,1317359307,94,2122552549.0,120144299.0,228.13,210.62,-11.639510445517,-5.19952,-69115908.71921134,-4.98501,6206486.183588868,10000000.0,10000000.0,910.54,-76.6875,2021-05-12T02:29:08.794Z,61.32,246.15713,2020-06-18T12:54:32.788Z,,2021-12-09T09:11:56.145Z,0.2971656837748759,-5.199518363761127,,,
msol,msol,Marinade staked SOL,https://assets.coingecko.com/coins/images/17752/large/PJ7Scn3.png?1629175951,192.72,1309186500,95,1309186500.0,61737871.0,199.14,188.8,-1.153161189171,-0.59482,-8036869.603439331,-0.61014,6793360.42023921,6793360.42023921,6793360.42023921,3541.84,-94.55515,2021-08-23T22:16:35.076Z,42.4,354.83843,2021-08-30T10:27:09.425Z,,2021-12-09T09:11:51.557Z,-0.42238785535269896,-0.5948153831832146,,,
nexo,nexo,NEXO,https://assets.coingecko.com/coins/images/3695/large/nexo.png?1548086057,2.3,1287564747,96,2299222721.0,8843120.0,2.38,2.26,-0.042362932223,-1.80717,-24771614.060256243,-1.8876,560000010.0064,1000000000.0,1000000000.0,4.07,-43.07089,2021-05-12T14:37:47.535Z,0.04515276,5028.94253,2018-09-13T00:00:00.000Z,,2021-12-09T09:13:41.596Z,-1.158701963476319,-1.80717009699197,22.01795611188967,usd,2201.795611188967
true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1618395665,0.998879,1284649012,97,,102569549.0,1.01,0.990024,-0.002901504346,-0.28963,-9082663.968182802,-0.70205,1286141896.02385,1286141896.02385,,1.62,-38.27639,2018-08-26T20:41:09.375Z,0.88355,13.06714,2020-03-12T10:47:51.380Z,,2021-12-09T09:14:07.886Z,0.36802053613588087,-0.28963465062045773,,,
nem,xem,NEM,https://assets.coingecko.com/coins/images/242/large/NEM_Logo_256x256.png?1598687029,0.140532,1266099736,98,,34978537.0,0.148067,0.140097,-0.006776456509,-4.60018,-61818703.62444639,-4.65531,8999999999.0,8999999999.0,,1.87,-92.47645,2018-01-07T00:00:00.000Z,8.482e-05,165646.08602,2015-09-05T00:00:00.000Z,,2021-12-09T09:12:10.073Z,-0.21087334821298678,-4.600183027735464,,,
decred,dcr,Decred,https://assets.coingecko.com/coins/images/329/large/decred.png?1547034093,88.06,1198161136,99,,11894166.0,97.51,88.19,-7.901162581728,-8.23358,-106153070.43656516,-8.13861,13570419.5845041,21000000.0,,247.35,-64.21595,2021-04-17T00:41:14.790Z,0.43154,20410.79678,2016-12-26T00:00:00.000Z,,2021-12-09T09:13:43.746Z,-1.206239033667743,-8.233579943235725,,,
mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1621394004,3.79,1196314550,100,,30004096.0,3.99,3.71,-0.203872476335,-5.11084,-40016428.97874856,-3.23671,316053099.840039,876714652.840039,,9.09,-58.33358,2021-06-01T01:42:37.064Z,0.925536,309.23554,2021-07-21T02:30:02.124Z,,2021-12-09T09:13:46.326Z,-1.0581565791112924,-5.110843870356212,,,
